Year,Race,No,Driver,Car,Pos (race),Points,Pos (qualifying),AvgAirTemp,AvgHumidity,AvgPressure,TotalRainfall,AvgTrackTemp,AvgWindDirection,AvgWindSpeed,Name
2022,Great Britain,55,1.6,1.6,1,25,1,18.25,59.75,1002.36,9,30.03,160.49,1.46,Carlos Sainz SAI
2022,Austria,20,1.0,1.6,8,4,6,20.26,35.14,939.71,0,30.75,165.43,1.26,Kevin Magnussen MAG
2022,Austria,31,1.4,1.2,5,10,5,20.26,35.14,939.71,0,30.75,165.43,1.26,Esteban Ocon OCO
2022,Austria,63,1.8,1.9,4,12,4,20.26,35.14,939.71,0,30.75,165.43,1.26,George Russell RUS
2022,Austria,44,2.2,1.9,3,15,9,20.26,35.14,939.71,0,30.75,165.43,1.26,Lewis Hamilton HAM
2022,Austria,1,2.1,1.8,2,19,1,20.26,35.14,939.71,0,30.75,165.43,1.26,Max Verstappen VER
2022,Austria,16,1.7,1.6,1,25,2,20.26,35.14,939.71,0,30.75,165.43,1.26,Charles Leclerc LEC
2022,Austria,77,1.5,1.6,11,0,12,20.26,35.14,939.71,0,30.75,165.43,1.26,Valtteri Bottas BOT
2022,Austria,24,0.9,1.6,14,0,18,20.26,35.14,939.71,0,30.75,165.43,1.26,Zhou Guanyu ZHO
2022,Austria,18,1.0,1.9,13,0,17,20.26,35.14,939.71,0,30.75,165.43,1.26,Lance Stroll STR
2022,Austria,3,1.0,1.9,9,2,16,20.26,35.14,939.71,0,30.75,165.43,1.26,Daniel Ricciardo RIC
2022,Austria,10,1.4,1.0,15,0,10,20.26,35.14,939.71,0,30.75,165.43,1.26,Pierre Gasly GAS
2022,Austria,22,1.0,1.0,16,0,14,20.26,35.14,939.71,0,30.75,165.43,1.26,Yuki Tsunoda TSU
2022,Austria,55,1.6,1.6,18,0,3,20.26,35.14,939.71,0,30.75,165.43,1.26,Carlos Sainz SAI
2022,Austria,11,1.3,1.8,18,0,13,20.26,35.14,939.71,0,30.75,165.43,1.26,Sergio Perez PER
2022,Austria,23,1.2,1.9,12,0,11,20.26,35.14,939.71,0,30.75,165.43,1.26,Alexander Albon ALB
2022,Austria,14,1.2,1.2,10,1,8,20.26,35.14,939.71,0,30.75,165.43,1.26,Fernando Alonso ALO
2022,Austria,4,1.6,1.9,7,6,15,20.26,35.14,939.71,0,30.75,165.43,1.26,Lando Norris NOR
2022,France,10,1.4,1.0,12,0,16,30.16,47.73,967.91,0,54.46,118.15,1.95,Pierre Gasly GAS
2022,France,23,1.2,1.9,13,0,15,30.16,47.73,967.91,0,54.46,118.15,1.95,Alexander Albon ALB
2022,France,11,1.3,1.8,4,12,3,30.16,47.73,967.91,0,54.46,118.15,1.95,Sergio Perez PER
2022,France,55,1.6,1.6,5,11,9,30.16,47.73,967.91,0,54.46,118.15,1.95,Carlos Sainz SAI
2022,France,14,1.2,1.2,6,8,7,30.16,47.73,967.91,0,54.46,118.15,1.95,Fernando Alonso ALO
2022,France,4,1.6,1.9,7,6,5,30.16,47.73,967.91,0,54.46,118.15,1.95,Lando Norris NOR
2022,France,31,1.4,1.2,8,4,12,30.16,47.73,967.91,0,54.46,118.15,1.95,Esteban Ocon OCO
2022,France,3,1.0,1.9,9,2,11,30.16,47.73,967.91,0,54.46,118.15,1.95,Daniel Ricciardo RIC
2022,France,77,1.5,1.6,14,0,13,30.16,47.73,967.91,0,54.46,118.15,1.95,Valtteri Bottas BOT
2022,France,18,1.0,1.9,10,1,17,30.16,47.73,967.91,0,54.46,118.15,1.95,Lance Stroll STR
2022,France,44,2.2,1.9,2,18,4,30.16,47.73,967.91,0,54.46,118.15,1.95,Lewis Hamilton HAM
2022,France,1,2.1,1.8,1,25,2,30.16,47.73,967.91,0,54.46,118.15,1.95,Max Verstappen VER
2022,France,24,0.9,1.6,16,0,18,30.16,47.73,967.91,0,54.46,118.15,1.95,Zhou Guanyu ZHO
2022,France,20,1.0,1.6,17,0,10,30.16,47.73,967.91,0,54.46,118.15,1.95,Kevin Magnussen MAG
2022,France,16,1.7,1.6,17,0,1,30.16,47.73,967.91,0,54.46,118.15,1.95,Charles Leclerc LEC
2022,France,22,1.0,1.0,17,0,8,30.16,47.73,967.91,0,54.46,118.15,1.95,Yuki Tsunoda TSU
2022,France,63,1.8,1.9,3,15,6,30.16,47.73,967.91,0,54.46,118.15,1.95,George Russell RUS
2022,Hungary,1,2.1,1.8,1,25,10,18.56,69.32,985.58,46,26.72,285.23,4.03,Max Verstappen VER
2022,Hungary,44,2.2,1.9,2,19,7,18.56,69.32,985.58,46,26.72,285.23,4.03,Lewis Hamilton HAM
2022,Hungary,10,1.4,1.0,12,0,19,18.56,69.32,985.58,46,26.72,285.23,4.03,Pierre Gasly GAS
2022,Hungary,24,0.9,1.6,13,0,12,18.56,69.32,985.58,46,26.72,285.23,4.03,Zhou Guanyu ZHO
2022,Hungary,55,1.6,1.6,4,12,2,18.56,69.32,985.58,46,26.72,285.23,4.03,Carlos Sainz SAI
2022,Hungary,63,1.8,1.9,3,15,1,18.56,69.32,985.58,46,26.72,285.23,4.03,George Russell RUS
2022,Hungary,18,1.0,1.9,11,0,14,18.56,69.32,985.58,46,26.72,285.23,4.03,Lance Stroll STR
2022,Hungary,77,1.5,1.6,20,0,8,18.56,69.32,985.58,46,26.72,285.23,4.03,Valtteri Bottas BOT
2022,Hungary,22,1.0,1.0,19,0,16,18.56,69.32,985.58,46,26.72,285.23,4.03,Yuki Tsunoda TSU
2022,Hungary,23,1.2,1.9,17,0,17,18.56,69.32,985.58,46,26.72,285.23,4.03,Alexander Albon ALB
2022,Hungary,3,1.0,1.9,15,0,9,18.56,69.32,985.58,46,26.72,285.23,4.03,Daniel Ricciardo RIC
2022,Hungary,31,1.4,1.2,9,2,5,18.56,69.32,985.58,46,26.72,285.23,4.03,Esteban Ocon OCO
2022,Hungary,14,1.2,1.2,8,4,6,18.56,69.32,985.58,46,26.72,285.23,4.03,Fernando Alonso ALO
2022,Hungary,4,1.6,1.9,7,6,4,18.56,69.32,985.58,46,26.72,285.23,4.03,Lando Norris NOR
2022,Hungary,16,1.7,1.6,6,8,3,18.56,69.32,985.58,46,26.72,285.23,4.03,Charles Leclerc LEC
2022,Hungary,11,1.3,1.8,5,10,11,18.56,69.32,985.58,46,26.72,285.23,4.03,Sergio Perez PER
2022,Hungary,20,1.0,1.6,16,0,13,18.56,69.32,985.58,46,26.72,285.23,4.03,Kevin Magnussen MAG
2022,Belgium,55,1.6,1.6,3,15,2,21.79,40.52,971.05,0,36.08,257.15,1.52,Carlos Sainz SAI
2022,Belgium,1,2.1,1.8,1,26,1,21.79,40.52,971.05,0,36.08,257.15,1.52,Max Verstappen VER
2022,Belgium,11,1.3,1.8,2,18,3,21.79,40.52,971.05,0,36.08,257.15,1.52,Sergio Perez PER
2022,Belgium,63,1.8,1.9,4,12,8,21.79,40.52,971.05,0,36.08,257.15,1.52,George Russell RUS
2022,Belgium,16,1.7,1.6,6,8,4,21.79,40.52,971.05,0,36.08,257.15,1.52,Charles Leclerc LEC
2022,Belgium,31,1.4,1.2,7,6,5,21.79,40.52,971.05,0,36.08,257.15,1.52,Esteban Ocon OCO
2022,Belgium,10,1.4,1.0,9,2,12,21.79,40.52,971.05,0,36.08,257.15,1.52,Pierre Gasly GAS
2022,Belgium,23,1.2,1.9,10,1,9,21.79,40.52,971.05,0,36.08,257.15,1.52,Alexander Albon ALB
2022,Belgium,18,1.0,1.9,11,0,14,21.79,40.52,971.05,0,36.08,257.15,1.52,Lance Stroll STR
2022,Belgium,4,1.6,1.9,12,0,10,21.79,40.52,971.05,0,36.08,257.15,1.52,Lando Norris NOR
2022,Belgium,22,1.0,1.0,13,0,19,21.79,40.52,971.05,0,36.08,257.15,1.52,Yuki Tsunoda TSU
2022,Belgium,24,0.9,1.6,14,0,13,21.79,40.52,971.05,0,36.08,257.15,1.52,Zhou Guanyu ZHO
2022,Belgium,3,1.0,1.9,15,0,11,21.79,40.52,971.05,0,36.08,257.15,1.52,Daniel Ricciardo RIC
2022,Belgium,20,1.0,1.6,16,0,18,21.79,40.52,971.05,0,36.08,257.15,1.52,Kevin Magnussen MAG
2022,Belgium,77,1.5,1.6,19,0,20,21.79,40.52,971.05,0,36.08,257.15,1.52,Valtteri Bottas BOT
2022,Belgium,14,1.2,1.2,5,10,6,21.79,40.52,971.05,0,36.08,257.15,1.52,Fernando Alonso ALO
2022,Belgium,44,2.2,1.9,19,0,7,21.79,40.52,971.05,0,36.08,257.15,1.52,Lewis Hamilton HAM
2022,Netherlands,63,1.8,1.9,2,18,6,22.73,75.38,1017.11,0,33.45,138.35,1.06,George Russell RUS
2022,Netherlands,22,1.0,1.0,19,0,9,22.73,75.38,1017.11,0,33.45,138.35,1.06,Yuki Tsunoda TSU
2022,Netherlands,77,1.5,1.6,19,0,16,22.73,75.38,1017.11,0,33.45,138.35,1.06,Valtteri Bottas BOT
2022,Netherlands,3,1.0,1.9,17,0,17,22.73,75.38,1017.11,0,33.45,138.35,1.06,Daniel Ricciardo RIC
2022,Netherlands,24,0.9,1.6,16,0,14,22.73,75.38,1017.11,0,33.45,138.35,1.06,Zhou Guanyu ZHO
2022,Netherlands,20,1.0,1.6,15,0,18,22.73,75.38,1017.11,0,33.45,138.35,1.06,Kevin Magnussen MAG
2022,Netherlands,16,1.7,1.6,3,15,2,22.73,75.38,1017.11,0,33.45,138.35,1.06,Charles Leclerc LEC
2022,Netherlands,23,1.2,1.9,12,0,15,22.73,75.38,1017.11,0,33.45,138.35,1.06,Alexander Albon ALB
2022,Netherlands,18,1.0,1.9,10,1,10,22.73,75.38,1017.11,0,33.45,138.35,1.06,Lance Stroll STR
2022,Netherlands,1,2.1,1.8,1,26,1,22.73,75.38,1017.11,0,33.45,138.35,1.06,Max Verstappen VER
2022,Netherlands,44,2.2,1.9,4,12,4,22.73,75.38,1017.11,0,33.45,138.35,1.06,Lewis Hamilton HAM
2022,Netherlands,11,1.3,1.8,5,10,5,22.73,75.38,1017.11,0,33.45,138.35,1.06,Sergio Perez PER
2022,Netherlands,14,1.2,1.2,6,8,13,22.73,75.38,1017.11,0,33.45,138.35,1.06,Fernando Alonso ALO
2022,Netherlands,4,1.6,1.9,7,6,7,22.73,75.38,1017.11,0,33.45,138.35,1.06,Lando Norris NOR
2022,Netherlands,55,1.6,1.6,8,4,3,22.73,75.38,1017.11,0,33.45,138.35,1.06,Carlos Sainz SAI
2022,Netherlands,31,1.4,1.2,9,2,12,22.73,75.38,1017.11,0,33.45,138.35,1.06,Esteban Ocon OCO
2022,Netherlands,10,1.4,1.0,11,0,11,22.73,75.38,1017.11,0,33.45,138.35,1.06,Pierre Gasly GAS
2022,Italy,1,2.1,1.8,1,25,2,27.73,33.15,993.34,0,43.14,177.69,1.36,Max Verstappen VER
2022,Italy,16,1.7,1.6,2,18,1,27.73,33.15,993.34,0,43.14,177.69,1.36,Charles Leclerc LEC
2022,Italy,63,1.8,1.9,3,15,6,27.73,33.15,993.34,0,43.14,177.69,1.36,George Russell RUS
2022,Italy,55,1.6,1.6,4,12,3,27.73,33.15,993.34,0,43.14,177.69,1.36,Carlos Sainz SAI
2022,Italy,44,2.2,1.9,5,10,5,27.73,33.15,993.34,0,43.14,177.69,1.36,Lewis Hamilton HAM
2022,Italy,11,1.3,1.8,6,9,4,27.73,33.15,993.34,0,43.14,177.69,1.36,Sergio Perez PER
2022,Italy,4,1.6,1.9,7,6,7,27.73,33.15,993.34,0,43.14,177.69,1.36,Lando Norris NOR
2022,Italy,24,0.9,1.6,10,1,14,27.73,33.15,993.34,0,43.14,177.69,1.36,Zhou Guanyu ZHO
2022,Italy,31,1.4,1.2,11,0,11,27.73,33.15,993.34,0,43.14,177.69,1.36,Esteban Ocon OCO
2022,Italy,77,1.5,1.6,13,0,12,27.73,33.15,993.34,0,43.14,177.69,1.36,Valtteri Bottas BOT
2022,Italy,20,1.0,1.6,16,0,19,27.73,33.15,993.34,0,43.14,177.69,1.36,Kevin Magnussen MAG
2022,Italy,3,1.0,1.9,17,0,8,27.73,33.15,993.34,0,43.14,177.69,1.36,Daniel Ricciardo RIC
2022,Italy,18,1.0,1.9,17,0,18,27.73,33.15,993.34,0,43.14,177.69,1.36,Lance Stroll STR
2022,Italy,14,1.2,1.2,17,0,10,27.73,33.15,993.34,0,43.14,177.69,1.36,Fernando Alonso ALO
2022,Italy,23,1.2,1.9,20,0,20,27.73,33.15,993.34,0,43.14,177.69,1.36,Alexander Albon ALB
2022,Italy,10,1.4,1.0,8,4,9,27.73,33.15,993.34,0,43.14,177.69,1.36,Pierre Gasly GAS
2022,Italy,22,1.0,1.0,14,0,15,27.73,33.15,993.34,0,43.14,177.69,1.36,Yuki Tsunoda TSU
2022,Singapore,18,1.0,1.9,6,8,12,26.23,87.45,1008.14,46,28.97,108.93,0.93,Lance Stroll STR
2022,Singapore,14,1.2,1.2,15,0,5,26.23,87.45,1008.14,46,28.97,108.93,0.93,Fernando Alonso ALO
2022,Singapore,23,1.2,1.9,15,0,19,26.23,87.45,1008.14,46,28.97,108.93,0.93,Alexander Albon ALB
2022,Singapore,31,1.4,1.2,15,0,18,26.23,87.45,1008.14,46,28.97,108.93,0.93,Esteban Ocon OCO
2022,Singapore,22,1.0,1.0,15,0,10,26.23,87.45,1008.14,46,28.97,108.93,0.93,Yuki Tsunoda TSU
2022,Singapore,63,1.8,1.9,14,0,11,26.23,87.45,1008.14,46,28.97,108.93,0.93,George Russell RUS
2022,Singapore,20,1.0,1.6,12,0,9,26.23,87.45,1008.14,46,28.97,108.93,0.93,Kevin Magnussen MAG
2022,Singapore,77,1.5,1.6,11,0,16,26.23,87.45,1008.14,46,28.97,108.93,0.93,Valtteri Bottas BOT
2022,Singapore,44,2.2,1.9,9,2,3,26.23,87.45,1008.14,46,28.97,108.93,0.93,Lewis Hamilton HAM
2022,Singapore,1,2.1,1.8,7,6,8,26.23,87.45,1008.14,46,28.97,108.93,0.93,Max Verstappen VER
2022,Singapore,10,1.4,1.0,10,1,7,26.23,87.45,1008.14,46,28.97,108.93,0.93,Pierre Gasly GAS
2022,Singapore,4,1.6,1.9,4,12,6,26.23,87.45,1008.14,46,28.97,108.93,0.93,Lando Norris NOR
2022,Singapore,3,1.0,1.9,5,10,17,26.23,87.45,1008.14,46,28.97,108.93,0.93,Daniel Ricciardo RIC
2022,Singapore,11,1.3,1.8,1,25,2,26.23,87.45,1008.14,46,28.97,108.93,0.93,Sergio Perez PER
2022,Singapore,24,0.9,1.6,15,0,15,26.23,87.45,1008.14,46,28.97,108.93,0.93,Zhou Guanyu ZHO
2022,Singapore,16,1.7,1.6,2,18,1,26.23,87.45,1008.14,46,28.97,108.93,0.93,Charles Leclerc LEC
2022,Singapore,55,1.6,1.6,3,15,4,26.23,87.45,1008.14,46,28.97,108.93,0.93,Carlos Sainz SAI
2022,Japan,44,2.2,1.9,5,10,6,16.72,86.21,1015.71,250,19.93,269.38,2.04,Lewis Hamilton HAM
2022,Japan,31,1.4,1.2,4,12,5,16.72,86.21,1015.71,250,19.93,269.38,2.04,Esteban Ocon OCO
2022,Japan,16,1.7,1.6,3,15,2,16.72,86.21,1015.71,250,19.93,269.38,2.04,Charles Leclerc LEC
2022,Japan,11,1.3,1.8,2,18,4,16.72,86.21,1015.71,250,19.93,269.38,2.04,Sergio Perez PER
2022,Japan,14,1.2,1.2,7,6,7,16.72,86.21,1015.71,250,19.93,269.38,2.04,Fernando Alonso ALO
2022,Japan,63,1.8,1.9,8,4,8,16.72,86.21,1015.71,250,19.93,269.38,2.04,George Russell RUS
2022,Japan,4,1.6,1.9,10,1,10,16.72,86.21,1015.71,250,19.93,269.38,2.04,Lando Norris NOR
2022,Japan,3,1.0,1.9,11,0,11,16.72,86.21,1015.71,250,19.93,269.38,2.04,Daniel Ricciardo RIC
2022,Japan,18,1.0,1.9,12,0,19,16.72,86.21,1015.71,250,19.93,269.38,2.04,Lance Stroll STR
2022,Japan,1,2.1,1.8,1,25,1,16.72,86.21,1015.71,250,19.93,269.38,2.04,Max Verstappen VER
2022,Japan,22,1.0,1.0,13,0,13,16.72,86.21,1015.71,250,19.93,269.38,2.04,Yuki Tsunoda TSU
2022,Japan,77,1.5,1.6,15,0,12,16.72,86.21,1015.71,250,19.93,269.38,2.04,Valtteri Bottas BOT
2022,Japan,24,0.9,1.6,16,0,14,16.72,86.21,1015.71,250,19.93,269.38,2.04,Zhou Guanyu ZHO
2022,Japan,10,1.4,1.0,18,0,17,16.72,86.21,1015.71,250,19.93,269.38,2.04,Pierre Gasly GAS
2022,Japan,55,1.6,1.6,19,0,3,16.72,86.21,1015.71,250,19.93,269.38,2.04,Carlos Sainz SAI
2022,Japan,23,1.2,1.9,19,0,16,16.72,86.21,1015.71,250,19.93,269.38,2.04,Alexander Albon ALB
2022,Japan,20,1.0,1.6,14,0,18,16.72,86.21,1015.71,250,19.93,269.38,2.04,Kevin Magnussen MAG
2022,United States,3,1.0,1.9,16,0,17,29.29,49.62,991.2,0,35.52,107.74,5.49,Daniel Ricciardo RIC
2022,United States,18,1.0,1.9,18,0,7,29.29,49.62,991.2,0,35.52,107.74,5.49,Lance Stroll STR
2022,United States,55,1.6,1.6,18,0,1,29.29,49.62,991.2,0,35.52,107.74,5.49,Carlos Sainz SAI
2022,United States,77,1.5,1.6,18,0,10,29.29,49.62,991.2,0,35.52,107.74,5.49,Valtteri Bottas BOT
2022,United States,10,1.4,1.0,14,0,13,29.29,49.62,991.2,0,35.52,107.74,5.49,Pierre Gasly GAS
2022,United States,44,2.2,1.9,2,18,5,29.29,49.62,991.2,0,35.52,107.74,5.49,Lewis Hamilton HAM
2022,United States,31,1.4,1.2,11,0,18,29.29,49.62,991.2,0,35.52,107.74,5.49,Esteban Ocon OCO
2022,United States,1,2.1,1.8,1,25,3,29.29,49.62,991.2,0,35.52,107.74,5.49,Max Verstappen VER
2022,United States,16,1.7,1.6,3,15,2,29.29,49.62,991.2,0,35.52,107.74,5.49,Charles Leclerc LEC
2022,United States,11,1.3,1.8,4,12,4,29.29,49.62,991.2,0,35.52,107.74,5.49,Sergio Perez PER
2022,United States,63,1.8,1.9,5,11,6,29.29,49.62,991.2,0,35.52,107.74,5.49,George Russell RUS
2022,United States,22,1.0,1.0,10,1,15,29.29,49.62,991.2,0,35.52,107.74,5.49,Yuki Tsunoda TSU
2022,United States,20,1.0,1.6,9,2,16,29.29,49.62,991.2,0,35.52,107.74,5.49,Kevin Magnussen MAG
2022,United States,14,1.2,1.2,7,6,9,29.29,49.62,991.2,0,35.52,107.74,5.49,Fernando Alonso ALO
2022,United States,4,1.6,1.9,6,8,8,29.29,49.62,991.2,0,35.52,107.74,5.49,Lando Norris NOR
2022,United States,23,1.2,1.9,13,0,11,29.29,49.62,991.2,0,35.52,107.74,5.49,Alexander Albon ALB
2022,United States,24,0.9,1.6,12,0,14,29.29,49.62,991.2,0,35.52,107.74,5.49,Zhou Guanyu ZHO
2022,Mexico,1,2.1,1.8,1,25,1,24.31,34.44,780.41,0,41.69,197.79,1.34,Max Verstappen VER
2022,Mexico,44,2.2,1.9,2,18,3,24.31,34.44,780.41,0,41.69,197.79,1.34,Lewis Hamilton HAM
2022,Mexico,11,1.3,1.8,3,15,4,24.31,34.44,780.41,0,41.69,197.79,1.34,Sergio Perez PER
2022,Mexico,63,1.8,1.9,4,13,2,24.31,34.44,780.41,0,41.69,197.79,1.34,George Russell RUS
2022,Mexico,55,1.6,1.6,5,10,5,24.31,34.44,780.41,0,41.69,197.79,1.34,Carlos Sainz SAI
2022,Mexico,16,1.7,1.6,6,8,7,24.31,34.44,780.41,0,41.69,197.79,1.34,Charles Leclerc LEC
2022,Mexico,31,1.4,1.2,8,4,10,24.31,34.44,780.41,0,41.69,197.79,1.34,Esteban Ocon OCO
2022,Mexico,4,1.6,1.9,9,2,8,24.31,34.44,780.41,0,41.69,197.79,1.34,Lando Norris NOR
2022,Mexico,77,1.5,1.6,10,1,6,24.31,34.44,780.41,0,41.69,197.79,1.34,Valtteri Bottas BOT
2022,Mexico,10,1.4,1.0,11,0,14,24.31,34.44,780.41,0,41.69,197.79,1.34,Pierre Gasly GAS
2022,Mexico,3,1.0,1.9,7,6,11,24.31,34.44,780.41,0,41.69,197.79,1.34,Daniel Ricciardo RIC
2022,Mexico,24,0.9,1.6,13,0,12,24.31,34.44,780.41,0,41.69,197.79,1.34,Zhou Guanyu ZHO
2022,Mexico,23,1.2,1.9,12,0,19,24.31,34.44,780.41,0,41.69,197.79,1.34,Alexander Albon ALB
2022,Mexico,22,1.0,1.0,20,0,13,24.31,34.44,780.41,0,41.69,197.79,1.34,Yuki Tsunoda TSU
2022,Mexico,14,1.2,1.2,19,0,9,24.31,34.44,780.41,0,41.69,197.79,1.34,Fernando Alonso ALO
2022,Mexico,20,1.0,1.6,17,0,15,24.31,34.44,780.41,0,41.69,197.79,1.34,Kevin Magnussen MAG
2022,Mexico,18,1.0,1.9,15,0,18,24.31,34.44,780.41,0,41.69,197.79,1.34,Lance Stroll STR
2022,Brazil,63,1.8,1.9,1,26,3,23.01,76.08,922.16,0,46.05,161.44,1.44,George Russell RUS
2022,Brazil,44,2.2,1.9,2,18,8,23.01,76.08,922.16,0,46.05,161.44,1.44,Lewis Hamilton HAM
